2372.70929587182	-1860.18571709999
2371.93352070856	-1849.14808019999
2372.13891883095	-1841.81576039999
2372.00580568232	-1829.64171539999
2371.57857634405	-1815.38281769998
2372.04938206354	-1803.48197909999
2371.31188948050	-1788.91344449999
2371.62989277531	-1776.02209859999
2371.54867403361	-1766.76066089999
2371.29049718979	-1755.95863769999
2371.84875979491	-1741.64985479999
2371.28074993112	-1734.35378670000
2371.75140876886	-1721.31032669999
2371.89897995863	-1705.38765029998
2371.73644196238	-1689.23311499999
2372.42894517655	-1673.54663340000
2371.89499381232	-1649.20167239999
2372.49289495574	-1634.34884579999
2372.84237739342	-1615.95421470000
2372.91898410955	-1594.39848899999
2373.76536647249	-1571.36520479999
2373.58441532159	-1556.10122759999
2374.37702103312	-1539.22313339999
2374.78370080043	-1522.66388429999
2374.89780966429	-1506.50188409999
2376.02323676132	-1480.62228269999
2377.46369703678	-1449.69515729999
2383.43934963518	-1407.41794200000
2394.30527173476	-1362.24582059999
2410.24676316423	-1312.26371099999
2431.59426151264	-1265.06542799999
2454.01189033407	-1214.76080789999
2477.50759665926	-1166.05108379998
2500.35028998845	-1118.84676629999
2523.31022823924	-1073.81227619999
2548.84502013072	-1025.63488439999
2576.17950810111	-977.604957899987
2608.56274758860	-934.304604299983
2644.54718625206	-889.727529299984
2682.46008609650	-846.791078399981
2722.55034485449	-801.475112399983
2762.58645752283	-755.126978699984
2805.92597002178	-710.861015699984
2852.07161479222	-667.713089099983
2900.60527405988	-619.189898099985
2951.92229506359	-573.645515099983
3003.43712642755	-530.606522399980
3057.02426175863	-488.669697599984
3111.76775820315	-446.837649599978
3168.38225698240	-411.628711199973
3228.29498980403	-370.819086299978
3303.38608701874	-330.376180199981
3380.34425691492	-293.490723599980
3459.39815036882	-256.961257799978
3540.25861410348	-213.670693499980
3621.12241969908	-175.181981999983
3704.00558137948	-143.755870499976
3787.21860362199	-110.400194099982
3872.32450017448	-85.7897597999764
3960.75203554986	-56.5038395999764
4051.28976920133	-49.4327912999724
4143.34543619768	-47.8900154999702
4229.91476282930	-52.2755771999691
4304.04662259587	-50.5468493999687
4354.98451783034	-54.2500655999701
4369.59230139086	-59.2720211999714
4362.35504315754	-61.4885153999713
4354.80209973706	-64.3769846999749
4346.73576694611	-72.1869239999724
4338.88939608571	-73.5306059999730
4329.92531004364	-75.4557455999748
4321.55574701212	-82.0612433999741
4311.93897975282	-86.5143467999733
4302.45059832445	-90.7525772999706
4293.20445051774	-98.9751869999691
4282.94510456811	-101.873803199971
4273.70709632216	-105.295632899972
4263.55775527347	-115.809519899971
4253.60317403237	-121.028155499971
4244.02962230110	-126.323272799971
4233.43225691824	-134.345805299978
4223.91300483100	-140.749169699975
4213.39012646795	-144.185839799971
4203.17404094437	-155.320118099965
4193.43131425143	-162.269090699972
4182.65554826033	-167.022488699971
4173.12361121794	-178.015470299973
4162.59857196596	-189.744839699973
4152.34904080998	-197.454159299975
4142.64636755476	-204.762609299980
4131.97267156091	-208.797767699976
4122.49765308755	-212.149865399977
4112.20627553289	-222.263150999985
4102.18626833700	-234.016703099986
4092.64289055404	-239.150810999984
4082.08514339493	-248.164431899985
4072.80358828719	-261.177451199983
4062.61771091709	-267.254192699980
4052.66749792131	-278.290309799982
4043.15274577525	-290.122355099982
4032.65438304842	-296.806390799986
4023.40492230878	-305.536300799984
4013.24494633497	-321.418210799982
4003.35002513370	-330.470586599984
3993.93073587301	-338.482122899983
3983.60055215543	-350.016242699983
3974.41159627794	-359.228823299978
3964.42912581143	-365.184159599981
3954.64706975980	-377.138816999981
3945.39704734371	-388.132469099979
3935.23983545842	-394.343891699982
3926.19675997402	-404.496200399990
3916.30838834591	-411.044973899985
3906.62644587567	-415.662796799987
3897.55314079858	-425.541183899982
3887.52673606224	-435.210553799983
3878.74089029519	-440.101314899985
3869.11876843462	-448.422935099990
3859.74871116322	-455.400292199988
3850.95736289427	-459.444658799991
3841.22048490158	-468.742839899989
3832.64688343077	-477.498139499991
3823.23108086562	-480.006703499986
3814.08975285068	-496.564388099988
3805.39490306063	-513.959393099991
3795.86261546741	-520.560912599986
3787.50196150509	-529.792892999992
3778.26277327269	-541.363979699990
3769.13055323908	-547.972114799983
3760.65977861973	-556.362751799992
3751.12623349653	-567.010962299985
3742.71858507763	-572.143460999993
3733.57715749859	-584.350852199990
3724.52694110662	-600.531268799988
3714.95135506816	-607.589488199990
3705.87963565220	-613.593770999989
3696.36377506634	-623.304041399984
3687.85537013819	-629.097965999996
3678.14028022120	-632.298530699994
3669.25333916206	-641.273575499994
3660.33791618294	-648.017464499997
3650.80257307892	-650.733928199991
3642.42110592920	-658.083680999991
3632.87465027964	-664.435863899993
3624.14370946268	-665.983601399994
3615.25911810764	-673.605174899994
3605.89797033262	-681.509833500000
3597.54435698375	-686.547165899993
3588.15604181011	-694.443420899995
3579.47791089031	-702.009611099995
3570.72373726626	-704.559969599990
3561.43301584839	-709.448808599996
3553.28397242940	-707.885694299998
3544.04639515412	-693.468245700001
3535.57803385787	-668.944529399999
3527.04877397138	-642.206956199998
3518.02207102442	-627.039486300000
3509.95623145074	-615.478904100001
3500.79412004313	-597.776899499997
3492.43226659406	-603.115465199996
3484.16528317319	-697.306902899998
3475.25545534731	-843.370947299997
3467.42188631957	-912.317523599999
3458.43712597969	-894.281699399995
3450.22695676458	-897.688778100003
3441.94907284623	-911.805350999996
3433.27957451522	-879.725993699989
3425.62526082953	-851.275963499991
3416.76726490948	-825.134554199995
3408.90565892164	-814.609536899991
3401.02092603628	-814.013283599992
3392.45609678841	-806.624284199992
3385.07621837803	-803.673592499998
3376.59621241642	-813.133274699998
3368.94594514427	-823.705584599999
3361.23727687881	-831.787255199994
3353.15079407042	-845.923227899995
3346.12732047584	-861.038577599993
3338.15348631181	-866.697955199990
3330.99882884903	-875.361396299995
3323.94185856074	-884.136185099998
3316.41989442229	-886.740094199994
3309.95821004526	-890.990170199990
3302.44335206156	-898.935952799995
3295.85068092529	-900.448868999990
3289.43490282554	-903.062701499990
3282.44524130531	-911.061542999994
3276.66153053938	-914.409662399998
3269.74607093016	-919.955323199992
3263.58119101160	-928.475411399990
3257.60037163932	-928.446535199997
3250.98529072004	-933.790822499992
3245.45649192727	-946.862532899990
3238.91989901162	-953.776415999990
3233.07055694832	-958.340375399992
3227.29017999229	-963.748583699996
3220.93825793033	-967.033407899995
3215.67912691277	-970.949038499995
3209.31517926970	-978.187041299998
3203.77974112676	-981.991726499994
